ticket_id,created_at,resolved_at,updated_at,customer_id,channel,priority,category,assigned_team,status,first_response_minutes,csat_score,reopened_count,source_system,first_response_target_min,resolution_target_hours,resolution_hours,first_response_sla_met,resolution_sla_met,overall_sla_met,is_reopened,created_date,created_month,created_week
TKT00110,2025-04-27 15:14:00,2025-04-27 20:55:04,2025-04-27 20:55:04,CUST0166,Chat,High,Webhook Failure,Integrations,Resolved,46,3.0,1,Integration Dashboard,30,8,5.684444444444445,0,1,0,1,2025-04-27,2025-04,2025-04-21/2025-04-27
TKT00111,2025-03-25 19:52:00,2025-03-28 00:47:23,2025-03-28 00:47:23,CUST0108,Web Form,Low,Webhook Failure,Integrations,Resolved,357,4.0,0,Integration Dashboard,120,48,52.92305555555556,0,0,0,0,2025-03-25,2025-03,2025-03-24/2025-03-30
TKT00112,2025-06-14 21:49:00,2025-06-15 03:24:52,2025-06-15 03:24:52,CUST0060,Web Form,Critical,Application Bug,Technical,Resolved,12,2.0,0,Support Portal,10,4,5.597777777777778,0,0,0,0,2025-06-14,2025-06,2025-06-09/2025-06-15
TKT00113,2025-01-13 19:53:00,2025-01-14 13:11:41,2025-01-14 13:11:41,CUST0172,Email,Medium,OAuth Issue,Integrations,Resolved,57,4.0,0,Integration Dashboard,60,24,17.31138888888889,1,1,1,0,2025-01-13,2025-01,2025-01-13/2025-01-19
TKT00114,2025-05-18 12:20:00,2025-05-19 10:53:42,2025-05-19 10:53:42,CUST0152,Web Form,High,Slow Performance,Technical,Resolved,18,4.0,0,Support Portal,30,8,22.561666666666667,1,0,0,0,2025-05-18,2025-05,2025-05-12/2025-05-18
TKT00115,2025-04-24 10:03:00,2025-04-25 04:17:28,2025-04-25 04:17:28,CUST0265,Web Form,Medium,OAuth Issue,Integrations,Resolved,51,4.0,0,Support Portal,60,24,18.24111111111111,1,1,1,0,2025-04-24,2025-04,2025-04-21/2025-04-27
TKT00116,2025-02-27 19:44:00,2025-02-28 11:41:56,2025-02-28 11:41:56,CUST0061,Email,Medium,Webhook Failure,Integrations,Resolved,57,4.0,1,Integration Dashboard,60,24,15.965555555555556,1,1,1,1,2025-02-27,2025-02,2025-02-24/2025-03-02
TKT00117,2025-03-05 21:52:00,2025-03-06 17:51:56,2025-03-06 17:51:56,CUST0265,Email,High,Slow Performance,Technical,Resolved,96,3.0,1,Integration Dashboard,30,8,19.99888888888889,0,0,0,1,2025-03-05,2025-03,2025-03-03/2025-03-09
TKT00118,2025-05-15 19:35:00,2025-05-16 05:31:44,2025-05-16 05:31:44,CUST0019,Email,Medium,Webhook Failure,Unknown,Resolved,90,3.0,0,Support Portal,60,24,9.945555555555556,0,1,0,0,2025-05-15,2025-05,2025-05-12/2025-05-18
TKT00119,2025-01-14 17:05:00,2025-01-14 21:56:09,2025-01-14 21:56:09,CUST0098,API Monitoring,High,Account Closure,Account,Resolved,15,5.0,0,Integration Dashboard,30,8,4.8525,1,1,1,0,2025-01-14,2025-01,2025-01-13/2025-01-19
TKT00120,2025-05-16 14:35:00,2025-05-17 07:39:33,2025-05-17 07:39:33,CUST0114,Email,Low,Refund Request,Billing,Resolved,149,4.0,0,CRM,120,48,17.075833333333332,0,1,0,0,2025-05-16,2025-05,2025-05-12/2025-05-18
TKT00121,2025-02-20 21:55:00,2025-02-23 09:30:20,2025-02-23 09:30:20,CUST0021,Email,Low,Slow Performance,Technical,Resolved,115,5.0,1,CRM,120,48,59.58888888888889,1,0,0,1,2025-02-20,2025-02,2025-02-17/2025-02-23
TKT00122,2025-04-07 08:55:00,2025-04-10 00:18:57,2025-04-10 00:18:57,CUST0284,Email,Medium,Application Bug,Technical,Resolved,25,3.0,0,CRM,60,24,63.399166666666666,1,0,0,0,2025-04-07,2025-04,2025-04-07/2025-04-13
TKT00123,2025-03-17 14:49:00,,2025-03-18 11:49:00,CUST0035,Email,Medium,Account Closure,Account,Pending,69,,0,Integration Dashboard,60,24,,0,,,0,2025-03-17,2025-03,2025-03-17/2025-03-23
TKT00124,2025-04-27 10:35:00,2025-04-28 14:35:32,2025-04-28 14:35:32,CUST0286,Chat,Low,Application Bug,Technical,Resolved,73,4.0,0,Support Portal,120,48,28.00888888888889,1,1,1,0,2025-04-27,2025-04,2025-04-21/2025-04-27
TKT00125,2025-02-24 11:22:00,2025-02-25 02:27:13,2025-02-25 02:27:13,CUST0093,Email,High,Slow Performance,Technical,Resolved,37,3.0,0,Support Portal,30,8,15.086944444444445,0,0,0,0,2025-02-24,2025-02,2025-02-24/2025-03-02
TKT00126,2025-02-02 08:00:00,2025-02-03 01:54:23,2025-02-03 01:54:23,CUST0045,Web Form,Medium,Refund Request,Billing,Resolved,48,3.0,0,CRM,60,24,17.906388888888888,1,1,1,0,2025-02-02,2025-02,2025-01-27/2025-02-02
TKT00127,2025-01-10 14:50:00,2025-01-11 04:34:04,2025-01-11 04:34:04,CUST0016,Chat,Critical,Webhook Failure,Integrations,Resolved,7,4.0,0,Support Portal,10,4,13.734444444444444,1,0,0,0,2025-01-10,2025-01,2025-01-06/2025-01-12
TKT00128,2025-01-02 14:20:00,2025-01-03 14:18:24,2025-01-03 14:18:24,CUST0240,Chat,Medium,Account Closure,Account,Resolved,75,2.0,0,Support Portal,60,24,23.973333333333333,0,1,0,0,2025-01-02,2025-01,2024-12-30/2025-01-05
TKT00129,2025-02-20 12:14:00,2025-02-22 00:52:21,2025-02-22 00:52:21,CUST0029,Web Form,Medium,Invoice Issue,Billing,Resolved,112,3.0,0,Integration Dashboard,60,24,36.63916666666667,0,0,0,0,2025-02-20,2025-02,2025-02-17/2025-02-23
TKT00130,2025-04-20 20:20:00,2025-04-21 10:40:50,2025-04-21 10:40:50,CUST0206,API Monitoring,Medium,Slow Performance,Technical,Resolved,111,2.0,0,Support Portal,60,24,14.347222222222221,0,1,0,0,2025-04-20,2025-04,2025-04-14/2025-04-20
TKT00131,2025-02-03 16:22:00,,2025-02-04 16:22:00,CUST0122,Web Form,Low,OAuth Issue,Integrations,Open,76,,0,Integration Dashboard,120,48,,1,,,0,2025-02-03,2025-02,2025-02-03/2025-02-09
TKT00132,2025-03-17 17:48:00,2025-03-18 06:51:35,2025-03-18 06:51:35,CUST0030,Web Form,Medium,Payment Failed,Billing,Resolved,39,4.0,0,CRM,60,24,13.059722222222222,1,1,1,0,2025-03-17,2025-03,2025-03-17/2025-03-23
TKT00134,2025-06-14 12:52:00,2025-06-14 16:11:19,2025-06-14 16:11:19,CUST0217,Chat,High,OAuth Issue,Integrations,Resolved,36,2.0,0,Support Portal,30,8,3.3219444444444446,0,1,0,0,2025-06-14,2025-06,2025-06-09/2025-06-15
TKT00135,2025-05-19 20:52:00,2025-05-20 02:41:25,2025-05-20 02:41:25,CUST0019,Email,High,Payment Failed,Billing,Resolved,31,2.0,0,Integration Dashboard,30,8,5.823611111111111,0,1,0,0,2025-05-19,2025-05,2025-05-19/2025-05-25
TKT00136,2025-04-04 15:36:00,2025-04-06 02:54:10,2025-04-06 02:54:10,CUST0009,Web Form,Medium,OAuth Issue,Integrations,Resolved,83,3.0,0,Support Portal,60,24,35.30277777777778,0,0,0,0,2025-04-04,2025-04,2025-03-31/2025-04-06
TKT00137,2025-01-09 12:12:00,2025-01-10 05:14:18,2025-01-10 05:14:18,CUST0108,Web Form,Medium,Payment Failed,Billing,Resolved,65,4.0,0,CRM,60,24,17.038333333333334,0,1,0,0,2025-01-09,2025-01,2025-01-06/2025-01-12
TKT00138,2025-03-28 13:54:00,2025-03-30 20:01:43,2025-03-30 20:01:43,CUST0204,Chat,Low,API Error,Integrations,Resolved,261,3.0,0,Support Portal,120,48,54.12861111111111,0,0,0,0,2025-03-28,2025-03,2025-03-24/2025-03-30
TKT00139,2025-05-16 19:30:00,2025-05-18 11:56:41,2025-05-18 11:56:41,CUST0221,Email,Low,Login Issue,Technical,Resolved,90,5.0,0,CRM,120,48,40.444722222222225,1,1,1,0,2025-05-16,2025-05,2025-05-12/2025-05-18
TKT00140,2025-06-27 11:28:00,2025-06-27 19:23:18,2025-06-27 19:23:18,CUST0082,Chat,Medium,Refund Request,Billing,Resolved,79,5.0,1,Integration Dashboard,60,24,7.921666666666667,0,1,0,1,2025-06-27,2025-06,2025-06-23/2025-06-29
TKT00141,2025-01-05 18:04:00,2025-01-06 03:01:33,2025-01-06 03:01:33,CUST0287,Chat,Medium,Application Bug,Technical,Resolved,40,3.0,0,Support Portal,60,24,8.959166666666667,1,1,1,0,2025-01-05,2025-01,2024-12-30/2025-01-05
TKT00142,2025-06-04 21:36:00,,2025-06-06 14:36:00,CUST0060,Email,Medium,Slow Performance,Technical,Open,44,,0,Support Portal,60,24,,1,,,0,2025-06-04,2025-06,2025-06-02/2025-06-08
TKT00143,2025-04-14 18:11:00,,2025-04-16 00:11:00,CUST0123,API Monitoring,Medium,Login Issue,Technical,Pending,24,,0,CRM,60,24,,1,,,0,2025-04-14,2025-04,2025-04-14/2025-04-20
TKT00144,2025-06-18 10:01:00,2025-06-18 21:55:26,2025-06-18 21:55:26,CUST0167,Chat,Medium,Slow Performance,Technical,Resolved,41,4.0,0,CRM,60,24,11.907222222222222,1,1,1,0,2025-06-18,2025-06,2025-06-16/2025-06-22
TKT00145,2025-05-03 11:26:00,,2025-05-03 18:26:00,CUST0193,Web Form,High,Slow Performance,Technical,Open,46,,0,Support Portal,30,8,,0,,,0,2025-05-03,2025-05,2025-04-28/2025-05-04
TKT00146,2025-03-07 18:53:00,2025-03-11 05:08:01,2025-03-11 05:08:01,CUST0159,Chat,Low,Webhook Failure,Integrations,Resolved,169,2.0,0,Support Portal,120,48,82.25027777777778,0,0,0,0,2025-03-07,2025-03,2025-03-03/2025-03-09
TKT00147,2025-01-23 17:10:00,2025-01-24 16:50:10,2025-01-24 16:50:10,CUST0219,Web Form,Medium,Payment Failed,Billing,Resolved,37,5.0,1,Support Portal,60,24,23.669444444444444,1,1,1,1,2025-01-23,2025-01,2025-01-20/2025-01-26
TKT00148,2025-02-21 21:14:00,2025-02-22 03:11:20,2025-02-22 03:11:20,CUST0291,Web Form,High,Slow Performance,Technical,Resolved,21,5.0,0,Support Portal,30,8,5.955555555555556,1,1,1,0,2025-02-21,2025-02,2025-02-17/2025-02-23
TKT00149,2025-02-28 13:28:00,2025-02-28 23:09:02,2025-02-28 23:09:02,CUST0177,Chat,Medium,Plan Change,Account,Resolved,72,3.0,0,Integration Dashboard,60,24,9.68388888888889,0,1,0,0,2025-02-28,2025-02,2025-02-24/2025-03-02
TKT00150,2025-03-24 18:12:00,2025-03-27 06:12:07,2025-03-27 06:12:07,CUST0183,Web Form,Low,Login Issue,Technical,Resolved,56,2.0,0,Integration Dashboard,120,48,60.00194444444445,1,0,0,0,2025-03-24,2025-03,2025-03-24/2025-03-30
TKT00151,2025-02-16 09:26:00,2025-02-17 11:57:51,2025-02-17 11:57:51,CUST0273,Chat,Low,Access Request,Account,Resolved,113,4.0,0,Integration Dashboard,120,48,26.530833333333334,1,1,1,0,2025-02-16,2025-02,2025-02-10/2025-02-16
TKT00152,2025-01-12 13:33:00,,2025-01-12 14:33:00,CUST0233,API Monitoring,Low,Slow Performance,Technical,Pending,165,,0,CRM,120,48,,0,,,0,2025-01-12,2025-01,2025-01-06/2025-01-12
TKT00153,2025-01-08 18:00:00,,2025-01-10 11:00:00,CUST0186,Email,Medium,Payment Failed,Billing,Open,100,,0,Support Portal,60,24,,0,,,0,2025-01-08,2025-01,2025-01-06/2025-01-12
TKT00154,2025-03-17 08:11:00,2025-03-18 04:01:59,2025-03-18 04:01:59,CUST0042,Email,High,API Error,Integrations,Resolved,27,3.0,0,CRM,30,8,19.849722222222223,1,0,0,0,2025-03-17,2025-03,2025-03-17/2025-03-23
TKT00155,2025-03-08 07:53:00,,2025-03-11 05:53:00,CUST0171,API Monitoring,Medium,Application Bug,Technical,Open,27,,0,Support Portal,60,24,,1,,,0,2025-03-08,2025-03,2025-03-03/2025-03-09
TKT00156,2025-04-10 15:23:00,2025-04-11 12:43:41,2025-04-11 12:43:41,CUST0283,Email,Medium,Invoice Issue,Billing,Resolved,26,4.0,0,Support Portal,60,24,21.344722222222224,1,1,1,0,2025-04-10,2025-04,2025-04-07/2025-04-13
TKT00157,2025-05-09 08:46:00,,2025-05-09 20:46:00,CUST0003,Email,Medium,Invoice Issue,Billing,Open,70,,0,Support Portal,60,24,,0,,,0,2025-05-09,2025-05,2025-05-05/2025-05-11
TKT00158,2025-03-08 11:15:00,2025-03-09 03:57:46,2025-03-09 03:57:46,CUST0047,Web Form,Medium,Refund Request,Billing,Resolved,134,3.0,1,Support Portal,60,24,16.712777777777777,0,1,0,1,2025-03-08,2025-03,2025-03-03/2025-03-09
TKT00159,2025-01-21 18:15:00,2025-01-23 15:48:13,2025-01-23 15:48:13,CUST0127,Web Form,Low,Application Bug,Technical,Resolved,84,4.0,0,Support Portal,120,48,45.55361111111111,1,1,1,0,2025-01-21,2025-01,2025-01-20/2025-01-26
TKT00160,2025-01-02 13:42:00,2025-01-11 20:35:36,2025-01-11 20:35:36,CUST0071,Email,Low,Application Bug,Technical,Resolved,144,2.0,0,Integration Dashboard,120,48,222.89333333333335,0,0,0,0,2025-01-02,2025-01,2024-12-30/2025-01-05
TKT00161,2025-02-05 20:05:00,2025-02-06 22:57:50,2025-02-06 22:57:50,CUST0016,API Monitoring,Medium,Application Bug,Technical,Resolved,48,3.0,1,CRM,60,24,26.880555555555556,1,0,0,1,2025-02-05,2025-02,2025-02-03/2025-02-09
TKT00162,2025-06-01 14:55:00,,2025-06-02 13:55:00,CUST0035,Email,Critical,Unknown,Account,Open,19,,0,Support Portal,10,4,,0,,,0,2025-06-01,2025-06,2025-05-26/2025-06-01
TKT00163,2025-03-28 12:56:00,2025-03-28 23:46:24,2025-03-28 23:46:24,CUST0254,Chat,Critical,Login Issue,Technical,Resolved,7,3.0,0,Support Portal,10,4,10.84,1,0,0,0,2025-03-28,2025-03,2025-03-24/2025-03-30
TKT00164,2025-04-30 08:55:00,2025-05-01 22:15:35,2025-05-01 22:15:35,CUST0019,Email,Medium,Payment Failed,Billing,Resolved,38,2.0,0,Support Portal,60,24,37.34305555555556,1,0,0,0,2025-04-30,2025-04,2025-04-28/2025-05-04
TKT00165,2025-04-10 15:33:00,2025-04-10 20:57:07,2025-04-10 20:57:07,CUST0087,Email,High,Payment Failed,Billing,Resolved,30,4.0,0,Integration Dashboard,30,8,5.401944444444444,1,1,1,0,2025-04-10,2025-04,2025-04-07/2025-04-13
TKT00166,2025-01-20 16:03:00,2025-01-20 21:32:11,2025-01-20 21:32:11,CUST0150,API Monitoring,Critical,Application Bug,Technical,Resolved,4,2.0,0,Support Portal,10,4,5.4863888888888885,1,0,0,0,2025-01-20,2025-01,2025-01-20/2025-01-26
TKT00167,2025-01-20 17:36:00,2025-01-20 23:52:26,2025-01-20 23:52:26,CUST0299,API Monitoring,High,Application Bug,Technical,Resolved,18,3.0,1,Support Portal,30,8,6.273888888888889,1,1,1,1,2025-01-20,2025-01,2025-01-20/2025-01-26
TKT00168,2025-04-11 09:30:00,2025-04-13 21:53:02,2025-04-13 21:53:02,CUST0229,API Monitoring,Low,Payment Failed,Billing,Resolved,93,4.0,0,Support Portal,120,48,60.38388888888889,1,0,0,0,2025-04-11,2025-04,2025-04-07/2025-04-13
TKT00169,2025-02-27 15:56:00,2025-03-04 08:37:26,2025-03-04 08:37:26,CUST0269,Web Form,Low,Slow Performance,Technical,Resolved,101,3.0,0,CRM,120,48,112.69055555555556,1,0,0,0,2025-02-27,2025-02,2025-02-24/2025-03-02
TKT00170,2025-04-05 09:14:00,,2025-04-05 19:14:00,CUST0112,Web Form,Critical,Webhook Failure,Integrations,Open,17,,0,Integration Dashboard,10,4,,0,,,0,2025-04-05,2025-04,2025-03-31/2025-04-06
TKT00171,2025-05-15 19:50:00,2025-05-17 06:45:51,2025-05-17 06:45:51,CUST0171,Web Form,Medium,Refund Request,Billing,Resolved,24,4.0,0,Support Portal,60,24,34.93083333333333,1,0,0,0,2025-05-15,2025-05,2025-05-12/2025-05-18
TKT00172,2025-02-25 08:29:00,2025-02-26 03:35:14,2025-02-26 03:35:14,CUST0009,API Monitoring,Medium,Login Issue,Technical,Resolved,46,4.0,0,Integration Dashboard,60,24,19.10388888888889,1,1,1,0,2025-02-25,2025-02,2025-02-24/2025-03-02
TKT00173,2025-02-03 17:54:00,2025-02-07 10:25:40,2025-02-07 10:25:40,CUST0062,Web Form,Low,Access Request,Account,Resolved,84,3.0,0,Support Portal,120,48,88.52777777777777,1,0,0,0,2025-02-03,2025-02,2025-02-03/2025-02-09
TKT00174,2025-05-26 12:53:00,2025-05-27 08:26:53,2025-05-27 08:26:53,CUST0042,Chat,Medium,Refund Request,Billing,Resolved,81,3.0,0,Support Portal,60,24,19.564722222222223,0,1,0,0,2025-05-26,2025-05,2025-05-26/2025-06-01
TKT00176,2025-03-29 07:19:00,2025-03-29 09:46:18,2025-03-29 09:46:18,CUST0227,Chat,High,Refund Request,Billing,Resolved,35,3.0,0,Support Portal,30,8,2.455,0,1,0,0,2025-03-29,2025-03,2025-03-24/2025-03-30
TKT00177,2025-02-10 15:26:00,2025-02-11 02:56:20,2025-02-11 02:56:20,CUST0059,Chat,Medium,Slow Performance,Technical,Resolved,48,5.0,0,Integration Dashboard,60,24,11.505555555555556,1,1,1,0,2025-02-10,2025-02,2025-02-10/2025-02-16
TKT00178,2025-03-17 15:12:00,2025-03-17 19:24:10,2025-03-17 19:24:10,CUST0208,API Monitoring,High,API Error,Integrations,Resolved,41,3.0,0,Support Portal,30,8,4.2027777777777775,0,1,0,0,2025-03-17,2025-03,2025-03-17/2025-03-23
TKT00179,2025-03-06 21:41:00,2025-03-07 09:18:58,2025-03-07 09:18:58,CUST0154,API Monitoring,Medium,Payment Failed,Billing,Resolved,40,5.0,0,CRM,60,24,11.632777777777777,1,1,1,0,2025-03-06,2025-03,2025-03-03/2025-03-09
TKT00181,2025-06-04 16:40:00,2025-06-09 07:24:07,2025-06-09 07:24:07,CUST0287,API Monitoring,Low,Payment Failed,Billing,Resolved,42,3.0,0,Support Portal,120,48,110.73527777777778,1,0,0,0,2025-06-04,2025-06,2025-06-02/2025-06-08
TKT00182,2025-02-20 07:53:00,,2025-02-21 08:53:00,CUST0098,API Monitoring,Medium,Slow Performance,Technical,Pending,152,,0,Integration Dashboard,60,24,,0,,,0,2025-02-20,2025-02,2025-02-17/2025-02-23
TKT00183,2025-01-19 09:57:00,2025-01-20 11:30:55,2025-01-20 11:30:55,CUST0037,Chat,Medium,Plan Change,Account,Resolved,36,3.0,0,CRM,60,24,25.565277777777776,1,0,0,0,2025-01-19,2025-01,2025-01-13/2025-01-19
TKT00184,2025-05-26 12:41:00,,2025-05-29 04:41:00,CUST0080,Chat,Low,OAuth Issue,Integrations,Pending,80,,0,CRM,120,48,,1,,,0,2025-05-26,2025-05,2025-05-26/2025-06-01
TKT00185,2025-02-04 09:38:00,,2025-02-04 17:38:00,CUST0283,API Monitoring,High,API Error,Integrations,Pending,69,,0,CRM,30,8,,0,,,0,2025-02-04,2025-02,2025-02-03/2025-02-09
TKT00186,2025-05-29 09:41:00,2025-05-30 11:37:38,2025-05-30 11:37:38,CUST0100,API Monitoring,Low,Account Closure,Account,Resolved,81,4.0,0,CRM,120,48,25.94388888888889,1,1,1,0,2025-05-29,2025-05,2025-05-26/2025-06-01
TKT00187,2025-01-23 16:17:00,2025-01-27 20:24:55,2025-01-27 20:24:55,CUST0025,Web Form,Low,Login Issue,Technical,Resolved,309,3.0,1,Support Portal,120,48,100.13194444444444,0,0,0,1,2025-01-23,2025-01,2025-01-20/2025-01-26
TKT00188,2025-02-26 18:42:00,2025-02-27 13:45:12,2025-02-27 13:45:12,CUST0009,API Monitoring,Medium,Refund Request,Billing,Resolved,48,4.0,0,Support Portal,60,24,19.053333333333335,1,1,1,0,2025-02-26,2025-02,2025-02-24/2025-03-02
TKT00189,2025-01-01 14:48:00,2025-01-03 19:55:35,2025-01-03 19:55:35,CUST0154,Email,Low,Webhook Failure,Integrations,Resolved,161,3.0,0,Support Portal,120,48,53.12638888888889,0,0,0,0,2025-01-01,2025-01,2024-12-30/2025-01-05
TKT00190,2025-05-15 18:43:00,2025-05-18 02:49:22,2025-05-18 02:49:22,CUST0210,Chat,Medium,Login Issue,Technical,Resolved,35,3.0,0,Support Portal,60,24,56.10611111111111,1,0,0,0,2025-05-15,2025-05,2025-05-12/2025-05-18
TKT00191,2025-03-30 12:35:00,2025-03-30 19:09:17,2025-03-30 19:09:17,CUST0196,Email,High,Application Bug,Technical,Resolved,57,2.0,0,CRM,30,8,6.5713888888888885,0,1,0,0,2025-03-30,2025-03,2025-03-24/2025-03-30
TKT00192,2025-06-19 15:50:00,2025-06-20 22:08:15,2025-06-20 22:08:15,CUST0224,API Monitoring,Low,Slow Performance,Technical,Resolved,167,3.0,0,CRM,120,48,30.304166666666667,0,1,0,0,2025-06-19,2025-06,2025-06-16/2025-06-22
TKT00193,2025-02-28 08:22:00,2025-03-01 03:28:44,2025-03-01 03:28:44,CUST0272,Chat,Medium,API Error,Integrations,Resolved,137,4.0,0,Support Portal,60,24,19.112222222222222,0,1,0,0,2025-02-28,2025-02,2025-02-24/2025-03-02
TKT00194,2025-06-25 08:51:00,2025-06-25 19:01:42,2025-06-25 19:01:42,CUST0230,API Monitoring,Medium,Webhook Failure,Integrations,Resolved,46,4.0,0,CRM,60,24,10.178333333333333,1,1,1,0,2025-06-25,2025-06,2025-06-23/2025-06-29
TKT00195,2025-01-13 14:11:00,2025-01-14 17:27:11,2025-01-14 17:27:11,CUST0176,Email,Medium,Login Issue,Technical,Resolved,42,4.0,0,Support Portal,60,24,27.26972222222222,1,0,0,0,2025-01-13,2025-01,2025-01-13/2025-01-19
TKT00196,2025-04-06 09:34:00,2025-04-07 06:06:27,2025-04-07 06:06:27,CUST0299,Web Form,Medium,Application Bug,Technical,Resolved,29,5.0,0,CRM,60,24,20.54083333333333,1,1,1,0,2025-04-06,2025-04,2025-03-31/2025-04-06
TKT00197,2025-02-11 19:41:00,2025-02-12 12:20:59,2025-02-12 12:20:59,CUST0198,Chat,Medium,Login Issue,Technical,Resolved,137,4.0,0,CRM,60,24,16.66638888888889,0,1,0,0,2025-02-11,2025-02,2025-02-10/2025-02-16
TKT00198,2025-05-02 17:51:00,,2025-05-03 14:51:00,CUST0283,Chat,High,Payment Failed,Billing,Pending,27,,0,Support Portal,30,8,,1,,,0,2025-05-02,2025-05,2025-04-28/2025-05-04
TKT00199,2025-01-27 14:49:00,2025-01-28 04:44:06,2025-01-28 04:44:06,CUST0001,API Monitoring,High,Invoice Issue,Billing,Resolved,51,2.0,1,Support Portal,30,8,13.918333333333333,0,0,0,1,2025-01-27,2025-01,2025-01-27/2025-02-02
TKT00200,2025-03-13 12:31:00,,2025-03-14 21:31:00,CUST0191,Web Form,Medium,OAuth Issue,Integrations,Pending,30,,0,Support Portal,60,24,,1,,,0,2025-03-13,2025-03,2025-03-10/2025-03-16
TKT00201,2025-02-19 14:22:00,2025-02-21 06:46:38,2025-02-21 06:46:38,CUST0031,Chat,Medium,Webhook Failure,Integrations,Resolved,43,3.0,0,Support Portal,60,24,40.410555555555554,1,0,0,0,2025-02-19,2025-02,2025-02-17/2025-02-23
TKT00202,2025-01-03 18:01:00,2025-01-04 03:58:28,2025-01-04 03:58:28,CUST0043,Web Form,High,Payment Failed,Billing,Resolved,44,4.0,0,CRM,30,8,9.957777777777778,0,0,0,0,2025-01-03,2025-01,2024-12-30/2025-01-05
TKT00203,2025-05-04 10:33:00,,2025-05-05 10:33:00,CUST0281,Email,Low,Application Bug,Technical,Open,209,,0,Integration Dashboard,120,48,,0,,,0,2025-05-04,2025-05,2025-04-28/2025-05-04
TKT00204,2025-02-14 20:01:00,,2025-02-17 14:01:00,CUST0173,API Monitoring,Critical,Refund Request,Billing,Open,10,,0,Support Portal,10,4,,1,,,0,2025-02-14,2025-02,2025-02-10/2025-02-16
TKT00205,2025-04-13 08:00:00,2025-04-14 03:37:59,2025-04-14 03:37:59,CUST0084,Chat,Medium,Login Issue,Technical,Resolved,76,3.0,0,Integration Dashboard,60,24,19.633055555555554,0,1,0,0,2025-04-13,2025-04,2025-04-07/2025-04-13
TKT00206,2025-04-25 15:39:00,2025-04-26 08:22:04,2025-04-26 08:22:04,CUST0127,API Monitoring,Medium,Invoice Issue,Billing,Resolved,54,5.0,0,Integration Dashboard,60,24,16.717777777777776,1,1,1,0,2025-04-25,2025-04,2025-04-21/2025-04-27
TKT00207,2025-05-23 11:28:00,2025-05-24 04:42:09,2025-05-24 04:42:09,CUST0295,Email,Medium,Invoice Issue,Billing,Resolved,51,4.0,0,Support Portal,60,24,17.235833333333332,1,1,1,0,2025-05-23,2025-05,2025-05-19/2025-05-25
TKT00208,2025-03-16 16:19:00,2025-03-17 12:25:13,2025-03-17 12:25:13,CUST0005,Email,Medium,Unknown,Technical,Resolved,56,3.0,0,Integration Dashboard,60,24,20.10361111111111,1,1,1,0,2025-03-16,2025-03,2025-03-10/2025-03-16
TKT00209,2025-03-18 14:21:00,2025-03-18 22:19:01,2025-03-18 22:19:01,CUST0094,Chat,High,OAuth Issue,Integrations,Resolved,41,2.0,0,Support Portal,30,8,7.966944444444445,0,1,0,0,2025-03-18,2025-03,2025-03-17/2025-03-23
TKT00210,2025-05-19 14:05:00,,2025-05-21 23:05:00,CUST0256,Chat,Medium,Login Issue,Technical,Pending,51,,0,CRM,60,24,,1,,,0,2025-05-19,2025-05,2025-05-19/2025-05-25
TKT00211,2025-02-02 16:12:00,,2025-02-04 11:12:00,CUST0005,API Monitoring,Low,OAuth Issue,Integrations,Open,110,,0,Integration Dashboard,120,48,,1,,,0,2025-02-02,2025-02,2025-01-27/2025-02-02
TKT00212,2025-04-30 11:58:00,2025-05-02 09:08:12,2025-05-02 09:08:12,CUST0139,Email,Low,Application Bug,Technical,Resolved,56,5.0,0,Support Portal,120,48,45.17,1,1,1,0,2025-04-30,2025-04,2025-04-28/2025-05-04
TKT00213,2025-01-04 12:41:00,2025-01-04 19:12:20,2025-01-04 19:12:20,CUST0188,Email,High,Account Closure,Account,Resolved,60,3.0,1,CRM,30,8,6.522222222222222,0,1,0,1,2025-01-04,2025-01,2024-12-30/2025-01-05
TKT00214,2025-03-10 09:38:00,2025-03-10 11:13:26,2025-03-10 11:13:26,CUST0103,Email,High,Webhook Failure,Integrations,Resolved,16,5.0,0,Support Portal,30,8,1.5905555555555555,1,1,1,0,2025-03-10,2025-03,2025-03-10/2025-03-16
TKT00215,2025-04-14 20:13:00,2025-04-16 06:15:09,2025-04-16 06:15:09,CUST0143,Email,Medium,Webhook Failure,Integrations,Resolved,79,4.0,0,CRM,60,24,34.035833333333336,0,0,0,0,2025-04-14,2025-04,2025-04-14/2025-04-20
TKT00216,2025-04-07 19:20:00,,2025-04-09 06:20:00,CUST0271,Web Form,High,Plan Change,Account,Open,20,,0,CRM,30,8,,1,,,0,2025-04-07,2025-04,2025-04-07/2025-04-13
TKT00217,2025-06-01 16:51:00,,2025-06-04 01:51:00,CUST0038,Chat,Low,Payment Failed,Billing,Open,169,,0,Support Portal,120,48,,0,,,0,2025-06-01,2025-06,2025-05-26/2025-06-01
TKT00218,2025-06-24 16:00:00,2025-06-27 13:38:33,2025-06-27 13:38:33,CUST0183,Web Form,Low,Invoice Issue,Billing,Resolved,29,4.0,1,Support Portal,120,48,69.6425,1,0,0,1,2025-06-24,2025-06,2025-06-23/2025-06-29
TKT00219,2025-01-18 13:40:00,2025-01-19 22:36:02,2025-01-19 22:36:02,CUST0271,Chat,Low,Slow Performance,Technical,Resolved,62,3.0,0,Integration Dashboard,120,48,32.93388888888889,1,1,1,0,2025-01-18,2025-01,2025-01-13/2025-01-19
