ticket_id,created_at,resolved_at,updated_at,customer_id,channel,priority,category,assigned_team,status,first_response_minutes,csat_score,reopened_count,source_system
TKT00165,10/04/2025 15:33,2025-04-10 20:57:07,2025-04-10 20:57:07,CUST0087,Email,High,Payment Failed,Billing,Resolved,30,4.0,0,Integration Dashboard
TKT00166,2025-01-20 16:03:00,2025-01-20 21:32:11,2025-01-20 21:32:11,CUST0150,API Monitoring,Critical,Application Bug,Technical,Resolved,4,2.0,0,Support Portal
TKT00167,2025-01-20 17:36:00,2025-01-20 23:52:26,2025-01-20 23:52:26,CUST0299,API Monitoring,High,Application Bug,Technical,Resolved,18,3.0,1,Support Portal
TKT00168,2025-04-11 09:30:00,2025-04-13 21:53:02,2025-04-13 21:53:02,CUST0229,API Monitoring,Low,Payment Failed,Billing,Resolved,93,4.0,0,Support Portal
TKT00169,2025-02-27 15:56:00,2025-03-04 08:37:26,2025-03-04 08:37:26,CUST0269,Web Form,Low,Slow Performance,Technical,Resolved,101,3.0,0,CRM
TKT00170,2025-04-05 09:14:00,,2025-04-05 19:14:00,CUST0112,Web Form,Critical,Webhook Failure,Integrations,Open,17,,0,Integration Dashboard
TKT00171,2025-05-15 19:50:00,2025-05-17 06:45:51,2025-05-17 06:45:51,CUST0171,Web Form,Medium,Refund Request,Billing,Resolved,24,4.0,0,Support Portal
TKT00172,2025-02-25 08:29:00,2025-02-26 03:35:14,2025-02-26 03:35:14,CUST0009,API Monitoring,Medium,Login Issue,Technical,Resolved,46,4.0,0,Integration Dashboard
TKT00173,2025-02-03 17:54:00,2025-02-07 10:25:40,2025-02-07 10:25:40,CUST0062,Web Form, low ,Access Request,Account,Resolved,84,3.0,0,Support Portal
TKT00174,2025-05-26 12:53:00,2025-05-27 08:26:53,2025-05-27 08:26:53,CUST0042,Chat,Medium,Refund Request,Billing,Resolved,81,3.0,0,Support Portal
TKT00175,2025-02-13 12:35:00,2025-02-13 19:59:04,2025-02-13 19:59:04,CUST0289,Email,High,Slow Performance,Technical,Resolved,-5,5.0,0,Support Portal
TKT00176,2025-03-29 07:19:00,2025-03-29 09:46:18,2025-03-29 09:46:18,CUST0227,Chat,High,Refund Request,Billing,Resolved,35,3.0,0,Support Portal
TKT00177,2025-02-10 15:26:00,2025-02-11 02:56:20,2025-02-11 02:56:20,CUST0059,Chat,Medium,Slow Performance,Technical,Resolved,48,5.0,0,Integration Dashboard
TKT00178,Mar 17 2025 15:12,2025-03-17 19:24:10,2025-03-17 19:24:10,CUST0208,API Monitoring,High,API Error,Integrations,Resolved,41,3.0,0,Support Portal
TKT00179,2025-03-06 21:41:00,2025-03-07 09:18:58,2025-03-07 09:18:58,CUST0154,API Monitoring, medium ,Payment Failed,Billing,Resolved,40,5.0,0,CRM
TKT00180,2025-04-08 08:30:00,,2025-04-10 14:30:00,CUST0159,Email,Low,Application Bug,Technical,Open,-5,,0,Support Portal
TKT00181,2025-06-04 16:40:00,2025-06-09 07:24:07,2025-06-09 07:24:07,CUST0287,API Monitoring,Low,Payment Failed,Billing,Resolved,42,3.0,0,Support Portal
TKT00182,2025-02-20 07:53:00,,2025-02-21 08:53:00,CUST0098,API Monitoring,Medium,Slow Performance,Technical,Pending,152,,0,Integration Dashboard
TKT00183,2025-01-19 09:57:00,2025-01-20 11:30:55,2025-01-20 11:30:55,CUST0037,Chat,Medium,Plan Change,Account,Resolved,36,3.0,0,CRM
TKT00184,2025-05-26 12:41:00,,2025-05-29 04:41:00,CUST0080,Chat,Low,OAuth Issue,Integrations,Pending,80,,0,CRM
TKT00185,2025-02-04 09:38:00,,2025-02-04 17:38:00,CUST0283,API Monitoring,High,API Error,Integrations,Pending,69,,0,CRM
TKT00186,2025-05-29 09:41:00,2025-05-30 11:37:38,2025-05-30 11:37:38,CUST0100,API Monitoring,Low,Account Closure,Account,Resolved,81,4.0,0,CRM
TKT00187,2025-01-23 16:17:00,2025-01-27 20:24:55,2025-01-27 20:24:55,CUST0025,Web Form,Low,Login Issue,Technical,Resolved,309,3.0,1,Support Portal
TKT00188,2025-02-26 18:42:00,2025-02-27 13:45:12,2025-02-27 13:45:12,CUST0009,API Monitoring,Medium,Refund Request,Billing,resolved,48,4.0,0,Support Portal
TKT00189,2025-01-01 14:48:00,2025-01-03 19:55:35,2025-01-03 19:55:35,CUST0154,Email,Low,Webhook Failure,Integrations,Resolved,161,3.0,0,Support Portal
TKT00190,May 15 2025 18:43,2025-05-18 02:49:22,2025-05-18 02:49:22,CUST0210,Chat,Medium,Login Issue,Technical,Resolved,35,3.0,0,Support Portal
TKT00191,2025-03-30 12:35:00,2025-03-30 19:09:17,2025-03-30 19:09:17,CUST0196,Email,High,Application Bug,Technical,Resolved,57,2.0,0,CRM
TKT00192,2025-06-19 15:50:00,2025-06-20 22:08:15,2025-06-20 22:08:15,CUST0224,API Monitoring, low ,Slow Performance,Technical,Resolved,167,3.0,0,CRM
TKT00193,2025-02-28 08:22:00,2025-03-01 03:28:44,2025-03-01 03:28:44,CUST0272,Chat,Medium,API Error,Integrations,Resolved,137,4.0,0,Support Portal
TKT00194,2025-06-25 08:51:00,2025-06-25 19:01:42,2025-06-25 19:01:42,CUST0230,API Monitoring,Medium,Webhook Failure,Integrations,Resolved,46,4.0,0,CRM
TKT00195,2025-01-13 14:11:00,2025-01-14 17:27:11,2025-01-14 17:27:11,CUST0176,Email,Medium,Login Issue,Technical,Resolved,42,4.0,0,Support Portal
TKT00196,Apr 06 2025 09:34,2025-04-07 06:06:27,2025-04-07 06:06:27,CUST0299,Web Form,Medium,Application Bug,Technical,Resolved,29,5.0,0,CRM
TKT00197,2025-02-11 19:41:00,2025-02-12 12:20:59,2025-02-12 12:20:59,CUST0198,Chat,Medium,Login Issue,Technical,Resolved,137,4.0,0,CRM
TKT00198,2025-05-02 17:51:00,,2025-05-03 14:51:00,CUST0283,Chat,High,Payment Failed,Billing,Pending,27,,0,Support Portal
TKT00199,2025-01-27 14:49:00,2025-01-28 04:44:06,2025-01-28 04:44:06,CUST0001,API Monitoring,High,Invoice Issue,Billing,Resolved,51,2.0,1,Support Portal
TKT00200,Mar 13 2025 12:31,,2025-03-14 21:31:00,CUST0191,Web Form,Medium,OAuth Issue,Integrations,Pending,30,,0,Support Portal
TKT00201,2025-02-19 14:22:00,2025-02-21 06:46:38,2025-02-21 06:46:38,CUST0031,Chat,Medium,Webhook Failure,Integrations,Resolved,43,3.0,0,Support Portal
TKT00202,2025-01-03 18:01:00,2025-01-04 03:58:28,2025-01-04 03:58:28,CUST0043,Web Form,High,Payment Failed,Billing,Resolved,44,4.0,0,CRM
TKT00203,2025-05-04 10:33:00,,2025-05-05 10:33:00,CUST0281,Email,Low,Application Bug,Technical,Open,209,,0,Integration Dashboard
TKT00204,2025-02-14 20:01:00,,2025-02-17 14:01:00,CUST0173,API Monitoring,Critical,Refund Request,Billing,Open,10,,0,Support Portal
TKT00205,2025-04-13 08:00:00,2025-04-14 03:37:59,2025-04-14 03:37:59,CUST0084,Chat,Medium,Login Issue,Technical,Resolved,76,3.0,0,Integration Dashboard
TKT00206,2025-04-25 15:39:00,2025-04-26 08:22:04,2025-04-26 08:22:04,CUST0127,API Monitoring,Medium,Invoice Issue,Billing,Resolved,54,5.0,0,Integration Dashboard
TKT00207,2025-05-23 11:28:00,2025-05-24 04:42:09,2025-05-24 04:42:09,CUST0295,Email,Medium,Invoice Issue,Billing,resolved,51,4.0,0,Support Portal
TKT00208,2025-03-16 16:19:00,2025-03-17 12:25:13,2025-03-17 12:25:13,CUST0005,Email,Medium,,Technical,Resolved,56,3.0,0,Integration Dashboard
TKT00209,2025-03-18 14:21:00,2025-03-18 22:19:01,2025-03-18 22:19:01,CUST0094,Chat,High,OAuth Issue,Integrations,Resolved,41,2.0,0,Support Portal
TKT00210,2025-05-19 14:05:00,,2025-05-21 23:05:00,CUST0256,Chat,Medium,Login Issue,Technical,Pending,51,,0,CRM
TKT00211,02/02/2025 16:12,,2025-02-04 11:12:00,CUST0005,API Monitoring,Low,OAuth Issue,Integrations,Open,110,,0,Integration Dashboard
TKT00212,2025-04-30 11:58:00,2025-05-02 09:08:12,2025-05-02 09:08:12,CUST0139,Email,Low,Application Bug,Technical,Resolved,56,5.0,0,Support Portal
TKT00213,2025-01-04 12:41:00,2025-01-04 19:12:20,2025-01-04 19:12:20,CUST0188,Email,High,Account Closure,Account,Resolved,60,3.0,1,CRM
TKT00214,2025-03-10 09:38:00,2025-03-10 11:13:26,2025-03-10 11:13:26,CUST0103,Email, high ,Webhook Failure,Integrations,Resolved,16,5.0,0,Support Portal
TKT00215,2025-04-14 20:13:00,2025-04-16 06:15:09,2025-04-16 06:15:09,CUST0143,Email,Medium,Webhook Failure,Integrations,Resolved,79,4.0,0,CRM
TKT00216,2025-04-07 19:20:00,,2025-04-09 06:20:00,CUST0271,Web Form,High,Plan Change,Account,Open,20,,0,CRM
TKT00217,2025-06-01 16:51:00,,2025-06-04 01:51:00,CUST0038,Chat,Low,Payment Failed,Billing,Open,169,,0,Support Portal
TKT00218,2025-06-24 16:00:00,2025-06-27 13:38:33,2025-06-27 13:38:33,CUST0183,Web Form,Low,Invoice Issue,Billing,Resolved,29,4.0,1,Support Portal
TKT00219,18/01/2025 13:40,2025-01-19 22:36:02,2025-01-19 22:36:02,CUST0271,Chat,Low,Slow Performance,TECHNICAL ,Resolved,62,3.0,0,Integration Dashboard
TKT00220,2025-05-26 21:11:00,2025-05-27 11:48:13,2025-05-27 11:48:13,CUST0047,Email,High,OAuth Issue,Integrations,Resolved,34,9.0,0,Integration Dashboard
TKT00221,2025-03-15 18:17:00,2025-03-16 21:35:03,2025-03-16 21:35:03,CUST0082,Web Form,Medium,Application Bug,Technical,resolved,69,4.0,0,Support Portal
TKT00222,2025-04-19 10:44:00,2025-04-20 11:03:00,2025-04-20 11:03:00,CUST0225,API Monitoring,Medium,Account Closure,Account,Resolved,72,2.0,0,CRM
TKT00223,2025-05-31 07:21:00,2025-05-31 13:03:17,2025-05-31 13:03:17,CUST0019,Email,High,Invoice Issue,Billing,Resolved,15,5.0,0,Integration Dashboard
TKT00224,2025-06-21 19:27:00,2025-06-22 12:55:20,2025-06-22 12:55:20,CUST0251,API Monitoring,Medium,OAuth Issue,Integrations,Resolved,51,3.0,0,CRM
TKT00225,19/01/2025 10:32,2025-01-20 04:18:31,2025-01-20 04:18:31,CUST0296,Email, medium ,Webhook Failure,INTEGRATIONS ,Resolved,99,2.0,0,Support Portal
TKT00226,2025-05-17 15:55:00,2025-05-17 21:56:56,2025-05-17 21:56:56,CUST0005,Chat,High,,Technical,Resolved,31,2.0,0,Support Portal
TKT00227,2025-04-19 17:36:00,2025-04-21 00:13:10,2025-04-21 00:13:10,CUST0038,API Monitoring,Low,Account Closure,Account,Resolved,110,5.0,0,Support Portal
TKT00228,2025-05-07 11:18:00,2025-05-08 06:20:35,2025-05-08 06:20:35,CUST0064,Web Form,Low,Application Bug,Technical,Resolved,69,4.0,1,Support Portal
TKT00229,2025-05-14 21:42:00,2025-05-15 16:51:37,2025-05-15 16:51:37,CUST0266,Email,Medium,,Integrations,Resolved,52,5.0,0,Support Portal
TKT00230,2025-03-15 18:41:00,2025-03-16 06:21:44,2025-03-16 06:21:44,CUST0268,Email,Medium,Slow Performance,Technical,Resolved,38,4.0,0,Integration Dashboard
TKT00231,2025-05-19 08:57:00,2025-05-19 22:51:54,2025-05-19 22:51:54,CUST0059,Chat,Medium,Invoice Issue,Billing,Resolved,47,5.0,0,Support Portal
TKT00232,2025-05-16 21:26:00,2025-05-17 07:15:34,2025-05-17 07:15:34,CUST0079,Web Form,Medium,Login Issue,Technical,Resolved,115,2.0,0,Integration Dashboard
TKT00233,2025-06-14 19:10:00,2025-06-15 02:09:09,2025-06-15 02:09:09,CUST0242,Web Form,Critical,Account Closure,Account,Resolved,7,4.0,0,CRM
TKT00234,2025-02-11 14:42:00,,2025-02-11 21:42:00,CUST0013,Web Form,Medium,Refund Request,Billing,Open,92,,0,CRM
TKT00235,2025-06-04 14:43:00,2025-06-04 16:51:43,2025-06-04 16:51:43,CUST0080,Chat, critical ,Application Bug,Technical,Resolved,6,5.0,0,Support Portal
TKT00236,2025-03-04 19:26:00,2025-03-06 18:20:18,2025-03-06 18:20:18,CUST0025,Chat,Low,OAuth Issue,Integrations,Resolved,192,4.0,0,Support Portal
TKT00237,2025-02-01 11:23:00,2025-02-05 04:51:57,2025-02-05 04:51:57,CUST0191,Web Form,Low,Slow Performance,Technical,Resolved,54,4.0,0,Support Portal
TKT00238,2025-01-06 15:20:00,2025-01-07 00:33:22,2025-01-07 00:33:22,CUST0219,Email,Medium,Refund Request,Billing,Resolved,24,4.0,0,Integration Dashboard
TKT00239,2025-06-02 08:57:00,,2025-06-03 01:57:00,CUST0204,API Monitoring,Medium,Account Closure,,Open,77,,0,CRM
TKT00240,2025-02-22 21:34:00,2025-02-25 08:35:31,2025-02-25 08:35:31,CUST0181,Web Form,Medium,Payment Failed,Billing,Resolved,77,4.0,0,Integration Dashboard
TKT00241,18/05/2025 07:50,2025-05-19 02:02:23,2025-05-19 02:02:23,CUST0027,Chat,Low,Webhook Failure,Integrations,Resolved,60,2.0,0,Support Portal
TKT00242,2025-02-17 19:13:00,2025-02-17 22:58:53,2025-02-17 22:58:53,CUST0138,Chat,Critical,Slow Performance,Technical,Resolved,9,5.0,0,Support Portal
TKT00243,2025-05-01 09:58:00,,2025-05-02 03:58:00,CUST0223,API Monitoring,Critical,Invoice Issue,Billing,Open,9,,0,Support Portal
TKT00244,2025-04-19 18:17:00,2025-04-20 16:06:51,2025-04-20 16:06:51,CUST0282,Chat,Medium,Invoice Issue,BILLING ,Resolved,37,4.0,0,CRM
TKT00245,2025-02-11 19:34:00,2025-02-12 05:06:26,2025-02-12 05:06:26,CUST0183,API Monitoring,Medium,Login Issue,Technical,Resolved,38,5.0,0,Support Portal
TKT00246,2025-02-28 13:09:00,2025-03-01 11:18:27,2025-03-01 11:18:27,CUST0226,API Monitoring,Medium,Account Closure,Account,Resolved,116,2.0,0,Support Portal
TKT00247,2025-03-08 10:09:00,2025-03-09 20:33:43,2025-03-09 20:33:43,CUST0185,Web Form,Medium,Account Closure,Account,Resolved,75,2.0,0,Integration Dashboard
TKT00248,2025-02-11 17:43:00,2025-02-12 03:52:57,2025-02-12 03:52:57,CUST0092,Chat,Medium,API Error,Integrations,Resolved,97,3.0,1,Support Portal
TKT00249,08/05/2025 09:22,2025-05-08 18:25:20,2025-05-08 18:25:20,CUST0103,Web Form,High,Application Bug,Technical,Resolved,21,2.0,0,CRM
TKT00250,2025-01-13 13:31:00,2025-01-15 21:52:58,2025-01-15 21:52:58,CUST0289,Chat, medium ,OAuth Issue,Integrations,Resolved,67,3.0,0,Support Portal
TKT00251,2025-06-22 07:18:00,,2025-06-22 15:18:00,CUST0045,Chat,Low,API Error,Integrations,Open,168,,0,Support Portal
TKT00252,2025-05-21 13:58:00,2025-05-21 19:50:58,2025-05-21 19:50:58,CUST0212,Chat,High,API Error,Integrations,Resolved,17,3.0,0,CRM
TKT00253,2025-04-03 17:12:00,2025-04-03 19:41:02,2025-04-03 19:41:02,CUST0111,API Monitoring,High,Payment Failed,Billing,Resolved,31,3.0,0,Support Portal
TKT00254,2025-05-29 07:32:00,2025-05-31 02:27:34,2025-05-31 02:27:34,CUST0230,Web Form,Medium,,Integrations,Resolved,51,3.0,0,Support Portal
TKT00255,2025-02-17 10:53:00,2025-02-19 13:58:47,2025-02-19 13:58:47,CUST0163,Chat,Low,Access Request,Account,Resolved,117,4.0,0,Support Portal
TKT00256,2025-05-30 09:19:00,,2025-05-30 12:19:00,CUST0023,Email,Critical,Webhook Failure,Integrations,Open,5,,0,CRM
TKT00257,2025-05-15 16:48:00,2025-05-16 10:38:54,2025-05-16 10:38:54,CUST0131,Chat,Medium,OAuth Issue,Integrations,Resolved,75,4.0,0,Support Portal
TKT00258,2025-02-26 17:41:00,2025-02-26 22:00:58,2025-02-26 22:00:58,CUST0041,Email,Critical,OAuth Issue,Integrations,Resolved,10,2.0,1,Support Portal
TKT00259,2025-06-18 16:17:00,2025-06-19 22:14:45,2025-06-19 22:14:45,CUST0118,API Monitoring,Low,Refund Request,Billing,Resolved,54,4.0,0,Integration Dashboard
TKT00260,2025-01-19 12:14:00,2025-01-24 16:18:59,2025-01-24 16:18:59,CUST0249,Chat,Low,Invoice Issue,BILLING ,Resolved,167,3.0,0,Support Portal
TKT00261,2025-03-23 10:28:00,,2025-03-25 10:28:00,CUST0224,API Monitoring,Medium,Plan Change,Account,Open,63,,0,Support Portal
TKT00262,2025-06-13 08:47:00,,2025-06-14 08:47:00,CUST0299,Web Form,Medium,Account Closure,Account,Pending,199,,0,Support Portal
TKT00263,2025-01-14 13:19:00,,2025-01-15 00:19:00,CUST0224,Chat,Critical,API Error,Integrations,Open,5,,0,Integration Dashboard
TKT00264,2025-06-01 11:21:00,,2025-06-03 05:21:00,CUST0227,Email,Medium,Login Issue,TECHNICAL ,Open,25,,0,Integration Dashboard
TKT00265,05/03/2025 17:51,2025-03-15 07:12:48,2025-03-15 07:12:48,CUST0125,Email,Low,Refund Request,Billing,Resolved,280,2.0,0,Support Portal
TKT00266,2025-04-19 13:51:00,2025-04-20 11:47:01,2025-04-20 11:47:01,CUST0186,Web Form,Medium,Application Bug,Technical,Resolved,37,4.0,0,Integration Dashboard
TKT00267,2025-05-29 16:55:00,,2025-05-31 15:55:00,CUST0101,Email,High,OAuth Issue,,Pending,44,,0,Support Portal
TKT00268,2025-06-13 09:25:00,2025-06-14 12:12:07,2025-06-14 12:12:07,CUST0290,Email,Medium,Application Bug,Technical,Resolved,77,9.0,0,Integration Dashboard
TKT00269,2025-04-26 12:23:00,2025-04-28 23:52:53,2025-04-28 23:52:53,CUST0099,Web Form,Low,Refund Request,Billing,Resolved,125,2.0,0,CRM
TKT00270,2025-06-08 14:57:00,2025-06-11 12:58:43,2025-06-11 12:58:43,CUST0288,Chat,Low,Access Request,Account,Resolved,182,4.0,0,CRM
TKT00271,2025-03-19 17:18:00,2025-03-20 11:51:44,2025-03-20 11:51:44,CUST0030,Email,Medium,Application Bug,Technical,Resolved,20,4.0,0,Support Portal
TKT00272,2025-01-29 09:51:00,2025-01-30 09:08:59,2025-01-30 09:08:59,CUST0138,Email,Medium,Application Bug,Technical,resolved,95,3.0,1,Support Portal
TKT00273,2025-04-06 18:22:00,2025-04-08 00:15:36,2025-04-08 00:15:36,CUST0106,Chat,Medium,Payment Failed,Billing,Resolved,27,3.0,1,Integration Dashboard
TKT00274,2025-04-09 09:26:00,2025-04-09 16:02:12,2025-04-09 16:02:12,CUST0009,API Monitoring,High,Slow Performance,Technical,Resolved,18,4.0,0,Integration Dashboard
TKT00275,2025-03-13 08:17:00,2025-03-14 02:10:17,2025-03-14 02:10:17,CUST0184,Web Form,Medium,Slow Performance,Technical,Resolved,32,3.0,0,CRM
TKT00276,Jan 31 2025 14:58,2025-01-31 18:10:33,2025-01-31 18:10:33,CUST0268,Chat,High,Invoice Issue,Billing,Resolved,16,5.0,0,Integration Dashboard
TKT00277,2025-06-12 15:37:00,2025-06-14 09:25:38,2025-06-14 09:25:38,CUST0135,Chat,Medium,API Error,Integrations,Resolved,54,3.0,0,Support Portal
TKT00278,2025-01-09 07:11:00,2025-01-10 05:12:45,2025-01-10 05:12:45,CUST0062,Web Form,High,Invoice Issue,Billing,Resolved,31,4.0,1,Integration Dashboard
TKT00279,2025-02-18 10:38:00,2025-02-19 22:43:34,2025-02-19 22:43:34,CUST0130,Email,Low,OAuth Issue,Integrations,Resolved,157,4.0,0,Support Portal
TKT00280,2025-06-11 21:50:00,2025-06-12 07:15:20,2025-06-12 07:15:20,CUST0050,Web Form,High,OAuth Issue,Integrations,resolved,13,3.0,0,Support Portal
TKT00281,2025-04-01 19:51:00,2025-04-03 18:25:12,2025-04-03 18:25:12,CUST0050,API Monitoring,Low,Webhook Failure,Integrations,Resolved,80,4.0,0,Support Portal
TKT00282,2025-03-01 20:28:00,2025-03-02 13:38:33,2025-03-02 13:38:33,CUST0186,Email,Medium,Invoice Issue,Billing,Resolved,132,4.0,1,Support Portal
TKT00283,05/04/2025 10:21,2025-04-05 22:38:14,2025-04-05 22:38:14,CUST0207,API Monitoring,High,Invoice Issue,Billing,Resolved,30,3.0,0,CRM
TKT00284,2025-04-08 09:50:00,2025-04-08 12:02:22,2025-04-08 12:02:22,CUST0227,Chat,High,Login Issue,Technical,Resolved,13,5.0,0,Support Portal
TKT00285,2025-04-29 21:00:00,2025-04-30 14:39:15,2025-04-30 14:39:15,CUST0094,Chat,Low,Webhook Failure,Integrations,Resolved,71,5.0,0,Support Portal
TKT00286,2025-04-23 08:24:00,,2025-04-25 02:24:00,CUST0201,Chat,Medium,Invoice Issue,Billing,Open,80,,0,Support Portal
TKT00287,2025-01-24 13:34:00,2025-01-25 23:45:29,2025-01-25 23:45:29,CUST0230,Web Form,Medium,Plan Change,Account,Resolved,46,4.0,0,CRM
TKT00288,2025-05-24 19:06:00,,2025-05-24 23:06:00,CUST0001,Chat,Low,API Error,Integrations,Open,223,,0,Support Portal
TKT00289,2025-01-28 17:53:00,2025-01-29 07:00:23,2025-01-29 07:00:23,CUST0155,Web Form,Medium,OAuth Issue,Integrations,Resolved,36,4.0,0,CRM
TKT00290,2025-04-26 18:37:00,2025-04-28 06:44:39,2025-04-28 06:44:39,CUST0230,Email,Medium,Plan Change,Account,Resolved,30,4.0,0,Support Portal
TKT00291,2025-04-26 16:32:00,2025-04-27 02:38:25,2025-04-27 02:38:25,CUST0102,Chat,Critical,Refund Request,Billing,Resolved,19,2.0,1,Support Portal
TKT00292,May 10 2025 09:42,2025-05-10 23:44:38,2025-05-10 23:44:38,CUST0202,Email,Medium,Slow Performance,Technical,Resolved,84,3.0,1,Support Portal
TKT00293,2025-04-16 09:34:00,2025-04-16 22:05:25,2025-04-16 22:05:25,CUST0129,Email,Medium,Refund Request,Billing,Resolved,28,5.0,0,CRM
TKT00294,2025-03-24 16:07:00,2025-03-27 03:10:24,2025-03-27 03:10:24,CUST0144,Chat,Medium,API Error,Integrations,Resolved,80,4.0,0,Support Portal
TKT00295,23/04/2025 20:56,2025-04-24 19:30:21,2025-04-24 19:30:21,CUST0075,Email,Medium,Login Issue,Technical,Resolved,93,3.0,0,Integration Dashboard
TKT00296,2025-04-12 17:30:00,2025-04-12 22:40:20,2025-04-12 22:40:20,CUST0070,Chat,Critical,Slow Performance,Technical,Resolved,11,2.0,0,CRM
TKT00297,2025-03-25 15:30:00,2025-03-25 23:39:47,2025-03-25 23:39:47,CUST0248,Web Form,Medium,Payment Failed,Billing,Resolved,54,4.0,0,CRM
TKT00298,2025-04-02 12:28:00,,2025-04-03 01:28:00,CUST0101,API Monitoring,Medium,Slow Performance,Technical,Open,61,,0,Integration Dashboard
TKT00299,2025-06-09 08:34:00,2025-06-09 22:54:52,2025-06-09 22:54:52,CUST0014,API Monitoring,Medium,Webhook Failure,Integrations,resolved,25,4.0,0,Integration Dashboard
TKT00300,2025-05-01 12:56:00,2025-05-03 22:15:31,2025-05-03 22:15:31,CUST0140,API Monitoring,Low,,Account,Resolved,50,3.0,0,Support Portal
TKT00301,2025-06-04 07:07:00,2025-06-06 06:00:50,2025-06-06 06:00:50,CUST0160,Chat,Low,Login Issue,Technical,Resolved,107,5.0,0,Integration Dashboard
TKT00302,2025-03-04 16:22:00,2025-03-06 07:17:30,2025-03-06 07:17:30,CUST0070,Email,Medium,Application Bug,Technical,Resolved,26,4.0,1,Support Portal
TKT00303,2025-02-10 15:08:00,2025-02-13 14:57:27,2025-02-13 14:57:27,CUST0193,API Monitoring,Low,Invoice Issue,Billing,Resolved,174,2.0,0,Integration Dashboard
TKT00304,2025-03-15 09:32:00,,2025-03-15 16:32:00,CUST0120,API Monitoring,Low,Webhook Failure,Integrations,Open,93,,0,CRM
TKT00305,2025-05-29 14:02:00,2025-05-31 02:19:35,2025-05-31 02:19:35,CUST0149,Web Form,Medium,Application Bug,Technical,Resolved,30,3.0,0,CRM
TKT00306,2025-01-01 21:40:00,,2025-01-03 14:40:00,CUST0060,Email,Medium,Application Bug,Technical,Pending,60,,0,Integration Dashboard
TKT00307,2025-06-22 09:16:00,2025-06-23 02:48:23,2025-06-23 02:48:23,CUST0222,API Monitoring,Medium,Application Bug,Technical,Resolved,25,5.0,0,CRM
TKT00308,2025-06-14 13:47:00,,2025-06-16 13:47:00,CUST0296,Chat,High,Application Bug,Technical,Pending,12,,0,Support Portal
TKT00309,2025-02-19 13:01:00,2025-02-21 10:54:00,2025-02-21 10:54:00,CUST0235,API Monitoring,Low,API Error,Integrations,Resolved,128,3.0,0,Integration Dashboard
TKT00310,2025-06-13 18:07:00,2025-06-15 00:41:34,2025-06-15 00:41:34,CUST0135,Email, medium ,Login Issue,Technical,Resolved,47,3.0,1,CRM
TKT00311,2025-05-31 19:49:00,2025-06-01 04:26:54,2025-06-01 04:26:54,CUST0257,Email,Medium,Slow Performance,Technical,Resolved,53,5.0,0,Integration Dashboard
TKT00312,2025-02-10 07:09:00,2025-02-10 11:07:09,2025-02-10 11:07:09,CUST0153,API Monitoring, high ,Account Closure,Account,Resolved,21,4.0,0,Support Portal
TKT00313,2025-01-27 16:47:00,2025-02-01 08:14:39,2025-02-01 08:14:39,CUST0090,Chat,Medium,Login Issue,Technical,Resolved,20,2.0,1,Support Portal
TKT00314,2025-03-09 15:29:00,,2025-03-10 08:29:00,CUST0065,Email,High,OAuth Issue,Integrations,Open,23,,0,CRM
TKT00315,2025-01-23 09:34:00,,2025-01-24 18:34:00,CUST0182,Web Form,High,Payment Failed,Billing,Open,26,,0,Integration Dashboard
TKT00316,2025-01-12 07:34:00,2025-01-13 12:49:17,2025-01-13 12:49:17,CUST0008,Email,Medium,Application Bug,Technical,Resolved,60,3.0,0,Integration Dashboard
TKT00317,2025-03-06 13:42:00,2025-03-07 23:25:33,2025-03-07 23:25:33,CUST0143,Chat,Medium,Webhook Failure,Integrations,Resolved,14,3.0,0,Support Portal
TKT00318,2025-05-28 09:54:00,2025-05-28 21:51:41,2025-05-28 21:51:41,CUST0226,API Monitoring,Medium,Plan Change,Account,Resolved,35,4.0,0,Support Portal
TKT00319,2025-01-31 09:30:00,2025-02-04 12:35:38,2025-02-04 12:35:38,CUST0268,Email,Low,API Error,Integrations,Resolved,151,4.0,0,CRM
TKT00320,2025-01-09 20:52:00,2025-01-10 10:51:15,2025-01-10 10:51:15,CUST0285,Web Form,Medium,Application Bug,Technical,Resolved,56,4.0,0,Support Portal
TKT00321,2025-02-05 10:09:00,2025-02-06 11:04:00,2025-02-06 11:04:00,CUST0023,API Monitoring,Medium,,Integrations,Resolved,77,4.0,0,Integration Dashboard
TKT00322,2025-02-09 20:39:00,2025-02-10 21:41:23,2025-02-10 21:41:23,CUST0131,Email,Medium,OAuth Issue,Integrations,Resolved,12,3.0,0,CRM
TKT00323,2025-06-21 19:41:00,2025-06-22 16:12:14,2025-06-22 16:12:14,CUST0057,Email,Medium,Access Request,ACCOUNT ,resolved,62,3.0,1,Support Portal
TKT00324,2025-04-11 18:29:00,2025-04-13 01:50:01,2025-04-13 01:50:01,CUST0222,Chat,Low,Plan Change,Account,Resolved,103,5.0,0,Integration Dashboard
TKT00325,2025-03-14 16:51:00,,2025-03-16 12:51:00,CUST0223,Email,Critical,Application Bug,Technical,Open,-5,,0,Support Portal
TKT00326,2025-04-26 15:37:00,2025-04-27 12:57:42,2025-04-27 12:57:42,CUST0015,API Monitoring,Medium,Invoice Issue,Billing,Resolved,46,4.0,0,CRM
TKT00327,2025-05-20 15:56:00,2025-05-21 05:00:57,2025-05-21 05:00:57,CUST0034,Email,High,Login Issue,Technical,Resolved,10,4.0,0,Support Portal
